PERMNO,date,TICKER,COMNAM,PRIMEXCH,DIVAMT,PRC,VOL,BID,ASK,OPENPRC,NUMTRD,vwretd,ewretd,sprtrn
10107,2017/08/21,MSFT,MICROSOFT CORP,Q,,72.15000,17734767,72.14000,72.15000,72.47000,99578,0.000853,-0.001555,0.001163
10107,2017/08/22,MSFT,MICROSOFT CORP,Q,,73.16000,14343947,73.14000,73.15000,72.35000,82382,0.009401,0.006491,0.009941
10107,2017/08/23,MSFT,MICROSOFT CORP,Q,,72.72000,13766507,72.72000,72.73000,72.96000,75903,-0.001911,0.000628,-0.003454
10107,2017/08/24,MSFT,MICROSOFT CORP,Q,,72.69000,17098282,72.69000,72.70000,72.74000,83644,-0.001175,0.002922,-0.002074
10107,2017/08/25,MSFT,MICROSOFT CORP,Q,,72.82000,12794301,72.82000,72.83000,72.86000,79289,0.001995,0.004664,0.001673
10107,2017/08/28,MSFT,MICROSOFT CORP,Q,,72.83000,14569715,72.82000,72.83000,73.06000,67070,0.000329,0.001000,0.000487
10107,2017/08/29,MSFT,MICROSOFT CORP,Q,,73.05000,11478599,73.05000,73.06000,72.25000,73863,0.000673,0.001716,0.000843
10107,2017/08/30,MSFT,MICROSOFT CORP,Q,,74.01000,16897801,74.00000,74.01000,73.01000,90100,0.004617,0.003606,0.004615
10107,2017/08/31,MSFT,MICROSOFT CORP,Q,,74.77000,27652811,74.78000,74.79000,74.03000,127507,0.006902,0.006721,0.005721
10107,2017/09/01,MSFT,MICROSOFT CORP,Q,,73.94000,21736161,73.91000,73.92000,74.71000,110088,0.002851,0.006158,0.001982
10107,2017/09/05,MSFT,MICROSOFT CORP,Q,,73.61000,22242384,73.62000,73.63000,73.34000,127289,-0.007609,-0.005627,-0.007551
10107,2017/09/06,MSFT,MICROSOFT CORP,Q,,73.40000,16535785,73.40000,73.41000,73.74000,83921,0.003195,0.003315,0.003129
10107,2017/09/07,MSFT,MICROSOFT CORP,Q,,74.34000,17471700,74.36000,74.37000,73.68000,99849,-0.000042,0.001170,-0.000178
10107,2017/09/08,MSFT,MICROSOFT CORP,Q,,73.98000,14703816,73.99000,74.00000,74.33000,81667,-0.001274,-0.000933,-0.001489
10107,2017/09/11,MSFT,MICROSOFT CORP,Q,,74.76000,17910383,74.74000,74.75000,74.31000,92797,0.010244,0.008921,0.010839
10107,2017/09/12,MSFT,MICROSOFT CORP,Q,,74.68000,14394850,74.67000,74.68000,74.76000,88326,0.003546,0.004443,0.003364
10107,2017/09/13,MSFT,MICROSOFT CORP,Q,,75.21000,13380802,75.19000,75.20000,74.93000,74254,0.000558,0.002711,0.000757
10107,2017/09/14,MSFT,MICROSOFT CORP,Q,,74.77000,15735498,74.77000,74.78000,75.00000,78917,-0.000492,0.000341,-0.001101
10107,2017/09/15,MSFT,MICROSOFT CORP,Q,,75.31000,38578441,75.28000,75.29000,74.83000,121889,0.001826,0.002497,0.001847
10107,2017/09/18,MSFT,MICROSOFT CORP,Q,,75.16000,23306959,75.15000,75.16000,75.23000,102070,0.001997,0.003483,0.001456
10107,2017/09/19,MSFT,MICROSOFT CORP,Q,,75.44000,16093344,75.43000,75.44000,75.21000,86968,0.001112,0.000203,0.001110
10107,2017/09/20,MSFT,MICROSOFT CORP,Q,,74.94000,21587878,74.92000,74.93000,75.35000,118237,0.000926,0.002175,0.000634
10107,2017/09/21,MSFT,MICROSOFT CORP,Q,,74.21000,19186140,74.21000,74.22000,75.11000,99130,-0.002538,-0.001110,-0.003046
10107,2017/09/22,MSFT,MICROSOFT CORP,Q,,74.41000,14111365,74.36000,74.37000,73.99000,83959,0.001097,0.004155,0.000648
10107,2017/09/25,MSFT,MICROSOFT CORP,Q,,73.26000,24149163,73.27000,73.28000,74.09000,137700,-0.001889,-0.000745,-0.002222
10107,2017/09/26,MSFT,MICROSOFT CORP,Q,,73.26000,18019577,73.29000,73.30000,73.67000,92449,0.000217,0.002170,0.000072
10107,2017/09/27,MSFT,MICROSOFT CORP,Q,,73.85000,19565135,73.85000,73.86000,73.55000,112279,0.004971,0.007978,0.004085
10107,2017/09/28,MSFT,MICROSOFT CORP,Q,,73.87000,10883787,73.85000,73.86000,73.54000,68762,0.001613,0.001964,0.001205
10107,2017/09/29,MSFT,MICROSOFT CORP,Q,,74.49000,17079116,74.44000,74.45000,73.94000,83186,0.003324,0.002610,0.003705
10107,2017/10/02,MSFT,MICROSOFT CORP,Q,,74.61000,15490262,74.59000,74.61000,74.71000,93542,0.004552,0.007305,0.003874
10107,2017/10/03,MSFT,MICROSOFT CORP,Q,,74.26000,12190403,74.26000,74.27000,74.67000,74677,0.002495,0.002960,0.002159
10107,2017/10/04,MSFT,MICROSOFT CORP,Q,,74.69000,13317681,74.68000,74.69000,74.00000,87725,0.000779,0.000712,0.001247
10107,2017/10/05,MSFT,MICROSOFT CORP,Q,,75.97000,21195261,75.97000,75.98000,75.22000,118679,0.004773,0.003881,0.005647
10107,2017/10/06,MSFT,MICROSOFT CORP,Q,,76.00000,13959814,75.98000,75.99000,75.67000,80610,-0.000977,-0.000505,-0.001074
10107,2017/10/09,MSFT,MICROSOFT CORP,Q,,76.29000,11386502,76.30000,76.31000,75.97000,73027,-0.001988,-0.002336,-0.001804
10107,2017/10/10,MSFT,MICROSOFT CORP,Q,,76.29000,13944545,76.30000,76.31000,76.33000,87532,0.002708,0.003160,0.002322
10107,2017/10/11,MSFT,MICROSOFT CORP,Q,,76.42000,15388898,76.40000,76.41000,76.36000,79292,0.001953,0.001331,0.001803
10107,2017/10/12,MSFT,MICROSOFT CORP,Q,,77.12000,16876538,77.13000,77.14000,76.49000,101268,-0.001535,-0.002471,-0.001687
10107,2017/10/13,MSFT,MICROSOFT CORP,Q,,77.49000,15335742,77.50000,77.51000,77.59000,86774,0.000878,0.000086,0.000878
10107,2017/10/16,MSFT,MICROSOFT CORP,Q,,77.65000,12380093,77.65000,77.66000,77.42000,79335,0.000999,-0.001623,0.001751
10107,2017/10/17,MSFT,MICROSOFT CORP,Q,,77.59000,17823989,77.57000,77.58000,77.47000,80294,-0.000176,-0.002827,0.000672
10107,2017/10/18,MSFT,MICROSOFT CORP,Q,,77.61000,13300701,77.63000,77.64000,77.67000,78500,0.000971,0.000935,0.000742
10107,2017/10/19,MSFT,MICROSOFT CORP,Q,,77.91000,15092758,77.91000,77.92000,77.57000,97614,-0.000133,-0.001811,0.000328
10107,2017/10/20,MSFT,MICROSOFT CORP,Q,,78.81000,22866426,78.80000,78.81000,78.32000,103381,0.004195,0.003110,0.005117
10107,2017/10/23,MSFT,MICROSOFT CORP,Q,,78.83000,20627173,78.84000,78.85000,78.99000,111878,-0.004274,-0.005792,-0.003972
10107,2017/10/24,MSFT,MICROSOFT CORP,Q,,78.86000,17517182,78.85000,78.86000,78.90000,99915,0.001658,0.000183,0.001618
10107,2017/10/25,MSFT,MICROSOFT CORP,Q,,78.63000,20410808,78.64000,78.65000,78.58000,130695,-0.005397,-0.005320,-0.004663
10107,2017/10/26,MSFT,MICROSOFT CORP,Q,,78.76000,32159763,78.75000,78.77000,79.20000,167134,0.001473,-0.000362,0.001271
10107,2017/10/27,MSFT,MICROSOFT CORP,Q,,83.81000,71071869,83.81000,83.84000,84.37000,416664,0.007606,0.004285,0.008073
10107,2017/10/30,MSFT,MICROSOFT CORP,Q,,83.89000,31756773,83.83000,83.84000,83.70000,186790,-0.003372,-0.004988,-0.003192
10107,2017/10/31,MSFT,MICROSOFT CORP,Q,,83.18000,27094125,83.18000,83.19000,84.36000,148263,0.002031,0.004491,0.000944
10107,2017/11/01,MSFT,MICROSOFT CORP,Q,,83.18000,22307371,83.17000,83.18000,83.68000,145440,0.000747,-0.002068,0.001592
10107,2017/11/02,MSFT,MICROSOFT CORP,Q,,84.05000,23992945,84.05000,84.06000,83.35000,151714,0.000342,0.000874,0.000190
10107,2017/11/03,MSFT,MICROSOFT CORP,Q,,84.14000,17677297,84.12000,84.13000,84.08000,111628,0.002855,0.001428,0.003097
10107,2017/11/06,MSFT,MICROSOFT CORP,Q,,84.47000,19860852,84.48000,84.49000,84.20000,115801,0.002097,0.004429,0.001271
10107,2017/11/07,MSFT,MICROSOFT CORP,Q,,84.27000,17967963,84.26000,84.27000,84.77000,107960,-0.001832,-0.006589,-0.000189
10107,2017/11/08,MSFT,MICROSOFT CORP,Q,,84.56000,18071170,84.56000,84.57000,84.14000,91215,0.001381,0.000472,0.001444
10107,2017/11/09,MSFT,MICROSOFT CORP,Q,,84.09000,21179856,84.08000,84.09000,84.11000,143854,-0.003593,-0.001395,-0.003762
10107,2017/11/10,MSFT,MICROSOFT CORP,Q,,83.87000,19397793,83.86000,83.87000,83.79000,92879,-0.000268,0.000456,-0.000898
10107,2017/11/13,MSFT,MICROSOFT CORP,Q,,83.93000,14196896,83.92000,83.93000,83.66000,78354,0.000203,-0.001617,0.000984
10107,2017/11/14,MSFT,MICROSOFT CORP,Q,,84.05000,18801280,84.04000,84.05000,83.50000,121970,-0.002567,-0.004503,-0.002310
10107,2017/11/15,MSFT,MICROSOFT CORP,Q,0.42000,82.98000,19383102,82.98000,82.99000,83.47000,100996,-0.004861,-0.003022,-0.005526
10107,2017/11/16,MSFT,MICROSOFT CORP,Q,,83.20000,20962750,83.18000,83.19000,83.10000,121210,0.009329,0.012348,0.008196
10107,2017/11/17,MSFT,MICROSOFT CORP,Q,,82.40000,22078993,82.36000,82.37000,83.12000,118305,-0.000933,0.005065,-0.002626
10107,2017/11/20,MSFT,MICROSOFT CORP,Q,,82.53000,16314978,82.54000,82.55000,82.40000,92856,0.001800,0.003235,0.001276
10107,2017/11/21,MSFT,MICROSOFT CORP,Q,,83.72000,21271254,83.72000,83.73000,82.74000,94840,0.006579,0.005204,0.006541
10107,2017/11/22,MSFT,MICROSOFT CORP,Q,,83.11000,20553089,83.09000,83.10000,83.83000,92397,-0.000060,0.002778,-0.000750
10107,2017/11/24,MSFT,MICROSOFT CORP,Q,,83.26000,7425638,83.26000,83.27000,83.01000,43414,0.002164,0.003060,0.002056
10107,2017/11/27,MSFT,MICROSOFT CORP,Q,,83.87000,18266142,83.85000,83.86000,83.31000,101684,-0.001555,-0.003377,-0.000384
10107,2017/11/28,MSFT,MICROSOFT CORP,Q,,84.88000,21927077,84.88000,84.89000,84.07000,123936,0.008829,0.006273,0.009848
10107,2017/11/29,MSFT,MICROSOFT CORP,Q,,83.34000,27382918,83.33000,83.34000,84.71000,192066,-0.000720,-0.000067,-0.000369
10107,2017/11/30,MSFT,MICROSOFT CORP,Q,,84.17000,33056647,84.09000,84.10000,83.51000,155270,0.007244,0.002288,0.008191
10107,2017/12/01,MSFT,MICROSOFT CORP,Q,,84.26000,29532132,84.23000,84.25000,83.60000,205987,-0.001118,-0.001132,-0.002024
10107,2017/12/04,MSFT,MICROSOFT CORP,Q,,81.08000,39094880,81.07000,81.08000,84.42000,244829,-0.001740,-0.002325,-0.001052
10107,2017/12/05,MSFT,MICROSOFT CORP,Q,,81.59000,26152261,81.59000,81.60000,81.34000,164672,-0.004182,-0.004840,-0.003739
10107,2017/12/06,MSFT,MICROSOFT CORP,Q,,82.78000,26162054,82.78000,82.79000,81.55000,129684,-0.001392,-0.006299,-0.000114
10107,2017/12/07,MSFT,MICROSOFT CORP,Q,,82.49000,23184547,82.48000,82.49000,82.54000,127730,0.004022,0.004990,0.002932
10107,2017/12/08,MSFT,MICROSOFT CORP,Q,,84.16000,24489106,84.16000,84.17000,83.63000,134887,0.005042,0.003483,0.005506
10107,2017/12/11,MSFT,MICROSOFT CORP,Q,,85.23000,22857854,85.21000,85.22000,84.29000,112976,0.002787,0.001522,0.003202
10107,2017/12/12,MSFT,MICROSOFT CORP,Q,,85.58000,23924124,85.62000,85.63000,85.31000,142333,0.000751,-0.001621,0.001549
10107,2017/12/13,MSFT,MICROSOFT CORP,Q,,85.35000,22180494,85.36000,85.38000,85.74000,133787,0.000542,0.003884,-0.000473
10107,2017/12/14,MSFT,MICROSOFT CORP,Q,,84.69000,19305961,84.69000,84.73000,85.43000,118619,-0.004362,-0.005000,-0.004071
10107,2017/12/15,MSFT,MICROSOFT CORP,Q,,86.85000,53940814,86.82000,86.83000,85.26000,180818,0.007952,0.007321,0.008974
10107,2017/12/18,MSFT,MICROSOFT CORP,Q,,86.38000,22283752,86.43000,86.44000,87.12000,127885,0.006753,0.009309,0.005363
10107,2017/12/19,MSFT,MICROSOFT CORP,Q,,85.83000,23524787,85.82000,85.83000,86.35000,121998,-0.003411,-0.003605,-0.003230
10107,2017/12/20,MSFT,MICROSOFT CORP,Q,,85.52000,23674931,85.59000,85.60000,86.20000,118550,-0.000103,0.003131,-0.000828
10107,2017/12/21,MSFT,MICROSOFT CORP,Q,,85.50000,17990745,85.56000,85.57000,86.05000,90722,0.002511,0.004877,0.001986
10107,2017/12/22,MSFT,MICROSOFT CORP,Q,,85.51000,14145841,85.57000,85.58000,85.40000,73519,-0.000164,0.000114,-0.000458
10107,2017/12/26,MSFT,MICROSOFT CORP,Q,,85.40000,9891237,85.39000,85.40000,85.31000,58006,-0.000169,0.002465,-0.001058
10107,2017/12/27,MSFT,MICROSOFT CORP,Q,,85.71000,14678025,85.69000,85.70000,85.65000,78471,0.000851,0.001169,0.000791
10107,2017/12/28,MSFT,MICROSOFT CORP,Q,,85.72000,10594344,85.70000,85.71000,85.90000,65072,0.002502,0.003170,0.001834
10107,2017/12/29,MSFT,MICROSOFT CORP,Q,,85.54000,18717406,85.59000,85.60000,85.63000,83638,-0.004744,-0.002975,-0.005183
10107,2018/01/02,MSFT,MICROSOFT CORP,Q,,85.95000,22484307,85.92000,85.93000,86.12500,121141,0.008488,0.011206,0.008303
10107,2018/01/03,MSFT,MICROSOFT CORP,Q,,86.35000,26061439,86.32000,86.33000,86.05500,128696,0.005859,0.005113,0.006399
10107,2018/01/04,MSFT,MICROSOFT CORP,Q,,87.11000,21911974,87.11000,87.12000,86.59000,126030,0.003995,0.005272,0.004029
10107,2018/01/05,MSFT,MICROSOFT CORP,Q,,88.19000,23433310,88.11000,88.12000,87.66000,120912,0.005800,0.003885,0.007034
10107,2018/01/08,MSFT,MICROSOFT CORP,Q,,88.28000,22113207,88.22000,88.23000,88.20000,106979,0.001818,0.000591,0.001662
10107,2018/01/09,MSFT,MICROSOFT CORP,Q,,88.22000,19484317,88.19000,88.22000,88.65000,130159,0.000918,-0.001583,0.001303
10107,2018/01/10,MSFT,MICROSOFT CORP,Q,,87.82000,18652201,87.81000,87.82000,87.86000,115481,-0.001488,0.000105,-0.001112
10107,2018/01/11,MSFT,MICROSOFT CORP,Q,,88.08000,17808877,88.06000,88.08000,88.13000,102680,0.008294,0.011965,0.007034
10107,2018/01/12,MSFT,MICROSOFT CORP,Q,,89.60000,24271531,89.58000,89.59000,88.67000,142117,0.006081,0.003719,0.006750
10107,2018/01/16,MSFT,MICROSOFT CORP,Q,,88.35000,36599766,88.33000,88.39000,90.10000,219951,-0.004423,-0.007371,-0.003524
10107,2018/01/17,MSFT,MICROSOFT CORP,Q,,90.14000,25621164,90.13000,90.15000,89.08000,141752,0.008561,0.004764,0.009415
10107,2018/01/18,MSFT,MICROSOFT CORP,Q,,90.10000,24159683,90.12000,90.14000,89.80000,139178,-0.002001,-0.003358,-0.001616
10107,2018/01/19,MSFT,MICROSOFT CORP,Q,,90.00000,36875011,89.99000,90.00000,90.14000,140415,0.005417,0.007173,0.004385
10107,2018/01/22,MSFT,MICROSOFT CORP,Q,,91.61000,23601549,91.60000,91.61000,90.00000,124923,0.007602,0.005012,0.008067
10107,2018/01/23,MSFT,MICROSOFT CORP,Q,,91.90000,23412681,91.88000,91.89000,91.90000,142326,0.002613,0.002907,0.002174
10107,2018/01/24,MSFT,MICROSOFT CORP,Q,,91.82000,33327403,91.84000,91.85000,92.55000,188096,-0.000901,-0.001852,-0.000560
10107,2018/01/25,MSFT,MICROSOFT CORP,Q,,92.33000,26383232,92.32000,92.33000,92.46500,160563,0.000073,-0.000402,0.000603
10107,2018/01/26,MSFT,MICROSOFT CORP,Q,,94.06000,29298167,94.03000,94.04000,93.12000,147710,0.009956,0.004632,0.011841
10107,2018/01/29,MSFT,MICROSOFT CORP,Q,,93.92000,31569037,93.86000,93.87000,95.14000,193562,-0.006897,-0.007813,-0.006732
10107,2018/01/30,MSFT,MICROSOFT CORP,Q,,92.74000,38635279,92.76000,92.78000,93.30000,202245,-0.010182,-0.010019,-0.010899
10107,2018/01/31,MSFT,MICROSOFT CORP,Q,,95.01000,48756150,95.19000,95.20000,93.75000,273953,0.000156,-0.002695,0.000489
10107,2018/02/01,MSFT,MICROSOFT CORP,Q,,94.26000,47227851,94.24000,94.25000,94.79000,278021,-0.000267,-0.000628,-0.000648
10107,2018/02/02,MSFT,MICROSOFT CORP,Q,,91.78000,47866564,91.76000,91.84000,93.64000,275928,-0.020857,-0.018861,-0.021209
10107,2018/02/05,MSFT,MICROSOFT CORP,Q,,88.00000,51031458,88.00000,88.01000,90.56000,358115,-0.038012,-0.027865,-0.040979
10107,2018/02/06,MSFT,MICROSOFT CORP,Q,,91.33000,68002634,91.33000,91.38000,86.89000,490096,0.015310,0.008434,0.017441
10107,2018/02/07,MSFT,MICROSOFT CORP,Q,,89.61000,41107149,89.58000,89.59000,90.49000,274224,-0.004175,-0.000467,-0.005002
10107,2018/02/08,MSFT,MICROSOFT CORP,Q,,85.01000,55628655,84.99000,85.01000,89.71000,376276,-0.034689,-0.022939,-0.037536
10107,2018/02/09,MSFT,MICROSOFT CORP,Q,,88.18000,63498935,88.08000,88.16000,86.30000,431542,0.012284,0.002422,0.014936
10107,2018/02/12,MSFT,MICROSOFT CORP,Q,,89.13000,35720294,89.14000,89.15000,88.73500,227373,0.013222,0.010861,0.013915
10107,2018/02/13,MSFT,MICROSOFT CORP,Q,,89.83000,26407660,89.78000,89.83000,88.93000,178831,0.002891,0.003366,0.002613
10107,2018/02/14,MSFT,MICROSOFT CORP,Q,0.42000,90.81000,34960530,90.80000,90.83000,88.51000,233680,0.014349,0.012806,0.013402
10107,2018/02/15,MSFT,MICROSOFT CORP,Q,,92.66000,27823866,92.71000,92.72000,91.21000,178872,0.011112,0.007355,0.012069
10107,2018/02/16,MSFT,MICROSOFT CORP,Q,,92.00000,30596483,91.93000,91.98000,92.45000,174118,0.000361,0.001363,0.000373
10107,2018/02/20,MSFT,MICROSOFT CORP,Q,,92.72000,30942965,92.71000,92.72000,91.47500,164749,-0.006275,-0.006598,-0.005841
10107,2018/02/21,MSFT,MICROSOFT CORP,Q,,91.49000,26922250,91.50000,91.51000,92.98000,192598,-0.004403,-0.000251,-0.005497
10107,2018/02/22,MSFT,MICROSOFT CORP,Q,,91.73000,24392753,91.73000,91.75000,92.05000,153903,0.000223,-0.001494,0.000974
10107,2018/02/23,MSFT,MICROSOFT CORP,Q,,94.06000,26342526,94.06000,94.07000,92.75000,160109,0.014657,0.009616,0.016028
10107,2018/02/26,MSFT,MICROSOFT CORP,Q,,95.42000,30199513,95.42000,95.43000,94.40000,168823,0.010005,0.005805,0.011757
10107,2018/02/27,MSFT,MICROSOFT CORP,Q,,94.20000,25869109,94.21000,94.22000,95.74000,187874,-0.012550,-0.011793,-0.012707
10107,2018/02/28,MSFT,MICROSOFT CORP,Q,,93.77000,31167335,93.77000,93.78000,94.84000,172131,-0.011035,-0.009720,-0.011096
10107,2018/03/01,MSFT,MICROSOFT CORP,Q,,92.85000,37135650,92.84000,92.85000,93.99000,260735,-0.010788,-0.003846,-0.013324
10107,2018/03/02,MSFT,MICROSOFT CORP,Q,,93.05000,32830092,93.03000,93.04000,91.58000,209527,0.005865,0.009518,0.005072
10107,2018/03/05,MSFT,MICROSOFT CORP,Q,,93.64000,23901570,93.64000,93.65000,92.34000,166333,0.010131,0.007876,0.011032
10107,2018/03/06,MSFT,MICROSOFT CORP,Q,,93.32000,22175983,93.31000,93.32000,94.34000,157768,0.004146,0.005592,0.002639
10107,2018/03/07,MSFT,MICROSOFT CORP,Q,,93.86000,26716127,93.85000,93.86000,93.16000,177807,0.000446,0.002493,-0.000484
10107,2018/03/08,MSFT,MICROSOFT CORP,Q,,94.43000,25887828,94.42000,94.44000,94.27000,168661,0.003644,0.001969,0.004463
10107,2018/03/09,MSFT,MICROSOFT CORP,Q,,96.54000,36940941,96.53000,96.54000,95.29000,196344,0.015746,0.010642,0.017379
10107,2018/03/12,MSFT,MICROSOFT CORP,Q,,96.77000,26073742,96.76000,96.77000,96.50000,156576,-0.000149,0.003357,-0.001274
10107,2018/03/13,MSFT,MICROSOFT CORP,Q,,94.41000,35385901,94.38000,94.40000,97.00000,236617,-0.006175,-0.004324,-0.006364
10107,2018/03/14,MSFT,MICROSOFT CORP,Q,,93.85000,32129151,93.85000,93.86000,95.12000,200404,-0.004570,-0.002562,-0.005724
10107,2018/03/15,MSFT,MICROSOFT CORP,Q,,94.18000,27610556,94.18000,94.19000,93.53000,165987,-0.002204,-0.004411,-0.000782
10107,2018/03/16,MSFT,MICROSOFT CORP,Q,,94.60000,49081189,94.49000,94.50000,94.68000,153518,0.002429,0.005376,0.001703
10107,2018/03/19,MSFT,MICROSOFT CORP,Q,,92.89000,33343843,92.94000,92.95000,93.74000,238851,-0.012912,-0.009041,-0.014204
10107,2018/03/20,MSFT,MICROSOFT CORP,Q,,93.13000,23073140,93.13000,93.14000,93.05000,146499,0.001344,-0.001227,0.001482
10107,2018/03/21,MSFT,MICROSOFT CORP,Q,,92.48000,24456898,92.43000,92.48000,92.93000,160427,0.000413,0.005378,-0.001844
10107,2018/03/22,MSFT,MICROSOFT CORP,Q,,89.79000,38602915,89.79000,89.80000,91.26500,270914,-0.023878,-0.015431,-0.025163
10107,2018/03/23,MSFT,MICROSOFT CORP,Q,,87.18000,44060452,87.14000,87.15000,89.50000,269911,-0.019285,-0.013454,-0.020967
10107,2018/03/26,MSFT,MICROSOFT CORP,Q,,93.78000,56434634,93.75000,93.78000,90.61000,335977,0.024229,0.011326,0.027157
10107,2018/03/27,MSFT,MICROSOFT CORP,Q,,89.47000,56556776,89.47000,89.48000,94.94000,356980,-0.016561,-0.012418,-0.017276
10107,2018/03/28,MSFT,MICROSOFT CORP,Q,,89.39000,52489546,89.38000,89.39000,89.82000,371916,-0.002588,-0.003214,-0.002917
10107,2018/03/29,MSFT,MICROSOFT CORP,Q,,91.27000,45832591,91.24000,91.26000,90.18000,271865,0.013460,0.009275,0.013770
10107,2018/04/02,MSFT,MICROSOFT CORP,Q,,88.52000,48454091,88.67000,88.75000,90.47000,346550,-0.021351,-0.016121,-0.022337
10107,2018/04/03,MSFT,MICROSOFT CORP,Q,,89.71000,37193073,89.71000,89.72000,89.57500,253082,0.011512,0.006838,0.012615
10107,2018/04/04,MSFT,MICROSOFT CORP,Q,,92.33000,35551188,92.27000,92.28000,87.85000,237959,0.010365,0.008928,0.011566
10107,2018/04/05,MSFT,MICROSOFT CORP,Q,,92.38000,29759946,92.37000,92.38000,92.43500,199869,0.007412,0.006979,0.006863
10107,2018/04/06,MSFT,MICROSOFT CORP,Q,,90.23000,38014900,90.21000,90.22000,91.49000,237169,-0.019966,-0.012572,-0.021920
10107,2018/04/09,MSFT,MICROSOFT CORP,Q,,90.77000,31529204,90.78000,90.80000,91.04000,205328,0.002843,0.000650,0.003337
10107,2018/04/10,MSFT,MICROSOFT CORP,Q,,92.88000,26920998,92.88000,92.89000,92.39000,199584,0.016401,0.013862,0.016727
10107,2018/04/11,MSFT,MICROSOFT CORP,Q,,91.86000,24849573,91.86000,91.87000,92.01000,176969,-0.003792,0.001808,-0.005525
10107,2018/04/12,MSFT,MICROSOFT CORP,Q,,93.58000,26734752,93.59000,93.60000,92.43000,171647,0.006930,0.004150,0.008251
10107,2018/04/13,MSFT,MICROSOFT CORP,Q,,93.08000,23312069,93.07000,93.08000,94.05000,166568,-0.003074,-0.002311,-0.002887
10107,2018/04/16,MSFT,MICROSOFT CORP,Q,,94.17000,20253091,94.16000,94.18000,94.07000,143653,0.008002,0.004758,0.008109
10107,2018/04/17,MSFT,MICROSOFT CORP,Q,,96.07000,28864723,96.07000,96.10000,95.00000,178101,0.010292,0.007897,0.010662
10107,2018/04/18,MSFT,MICROSOFT CORP,Q,,96.44000,21011474,96.44000,96.45000,96.22000,146920,0.001620,0.003099,0.000831
10107,2018/04/19,MSFT,MICROSOFT CORP,Q,,96.11000,23512297,96.10000,96.11000,96.44000,162477,-0.005397,-0.004882,-0.005726
10107,2018/04/20,MSFT,MICROSOFT CORP,Q,,95.00000,31137401,95.00000,95.01000,95.91000,173433,-0.007438,-0.005075,-0.008537
10107,2018/04/23,MSFT,MICROSOFT CORP,Q,,95.35000,22313769,95.33000,95.36000,95.74400,139918,-0.000441,-0.002686,0.000056
10107,2018/04/24,MSFT,MICROSOFT CORP,Q,,93.12000,34506749,93.07000,93.08000,96.24200,228133,-0.011369,-0.005311,-0.013381
10107,2018/04/25,MSFT,MICROSOFT CORP,Q,,92.31000,33695553,92.44000,92.45000,93.30000,217797,0.000783,-0.001451,0.001837
10107,2018/04/26,MSFT,MICROSOFT CORP,Q,,94.26000,42559713,94.25000,94.27000,93.55000,228510,0.009032,0.004885,0.010434
10107,2018/04/27,MSFT,MICROSOFT CORP,Q,,95.82000,48251727,95.80000,95.82000,97.60000,304153,0.000719,0.000995,0.001114
10107,2018/04/30,MSFT,MICROSOFT CORP,Q,,93.52000,41497344,93.49000,93.52000,96.33000,231005,-0.007253,-0.004782,-0.008188
10107,2018/05/01,MSFT,MICROSOFT CORP,Q,,95.00000,31342878,94.97000,94.99000,93.21000,210370,0.002194,0.001570,0.002549
10107,2018/05/02,MSFT,MICROSOFT CORP,Q,,93.51000,27436005,93.50000,93.52000,94.99000,188862,-0.005573,0.002893,-0.007206
10107,2018/05/03,MSFT,MICROSOFT CORP,Q,,94.07000,31126422,94.08000,94.09000,92.96000,239093,-0.002268,-0.003676,-0.002254
10107,2018/05/04,MSFT,MICROSOFT CORP,Q,,95.16000,22677316,95.15000,95.16000,93.32000,166742,0.012296,0.008927,0.012811
10107,2018/05/07,MSFT,MICROSOFT CORP,Q,,96.22000,24233223,96.23000,96.24000,95.17000,173356,0.004132,0.004647,0.003458
10107,2018/05/08,MSFT,MICROSOFT CORP,Q,,95.81000,23481404,95.82000,95.84000,95.84560,159749,0.000414,0.001073,-0.000266
10107,2018/05/09,MSFT,MICROSOFT CORP,Q,,96.94000,27327983,96.94000,96.95000,96.01000,160078,0.008615,0.004888,0.009682
10107,2018/05/10,MSFT,MICROSOFT CORP,Q,,97.91000,22383019,97.89000,97.90000,97.46000,132350,0.008624,0.004787,0.009371
10107,2018/05/11,MSFT,MICROSOFT CORP,Q,,97.70000,16769783,97.71000,97.72000,97.80000,111123,0.001546,0.001236,0.001708
10107,2018/05/14,MSFT,MICROSOFT CORP,Q,,98.03000,19425956,98.03000,98.04000,97.92000,122983,0.000776,0.000795,0.000884
10107,2018/05/15,MSFT,MICROSOFT CORP,Q,,97.32000,24578553,97.31000,97.33000,97.24000,156418,-0.005767,-0.002098,-0.006842
10107,2018/05/16,MSFT,MICROSOFT CORP,Q,0.42000,97.15000,17351583,97.14000,97.15000,97.36000,109964,0.004816,0.005055,0.004061
10107,2018/05/17,MSFT,MICROSOFT CORP,Q,,96.18000,17232881,96.16000,96.18000,96.76000,112567,0.000294,0.003840,-0.000856
10107,2018/05/18,MSFT,MICROSOFT CORP,Q,,96.36000,17843578,96.35000,96.36000,96.01000,102991,-0.002237,0.000347,-0.002632
10107,2018/05/21,MSFT,MICROSOFT CORP,Q,,97.60000,19411272,97.63000,97.64000,97.00000,110840,0.006992,0.004280,0.007387
10107,2018/05/22,MSFT,MICROSOFT CORP,Q,,97.50000,15426587,97.56000,97.57000,97.68000,96985,-0.003458,-0.002862,-0.003136
